Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
BMW 3 Series 320d,Hyderabad,80000,Diesel,Automatic,First,1995.0,190.0,5.0,14.2,BMW,3,10,22.69
Hyundai Grand i10 Sportz,Kochi,43698,Petrol,Manual,First,1197.0,82.0,5.0,5.8,Hyundai,Grand,2,18.9
Hyundai Grand i10 Asta Option AT,Coimbatore,28052,Petrol,Automatic,First,1197.0,82.0,5.0,7.22,Hyundai,Grand,3,18.9
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,29091,Petrol,Manual,First,1197.0,81.86,5.0,4.87,Hyundai,Grand,4,18.9
Volkswagen Polo 1.2 MPI Comfortline,Delhi,63000,Petrol,Manual,First,1198.0,74.0,5.0,3.3,Volkswagen,Polo,7,16.47
Honda City ZX EXi,Hyderabad,91000,Petrol,Manual,Second,1497.0,78.0,5.0,3.0,Honda,City,13,17.7
Mercedes-Benz GLA Class 200 CDI,Hyderabad,30000,Diesel,Automatic,First,2143.0,136.0,5.0,26.0,Mercedes-Benz,GLA,6,17.9
Maruti Omni 8 Seater BSIV,Hyderabad,24571,Petrol,Manual,First,796.0,35.0,5.0,2.9,Maruti,Omni,3,14.0
Hyundai Verna 1.6 SX VTVT AT,Bangalore,45000,Petrol,Automatic,First,1591.0,121.3,5.0,7.5,Hyundai,Verna,6,15.74
Maruti Alto 800 LXI,Hyderabad,24617,Petrol,Manual,First,796.0,47.3,5.0,2.36,Maruti,Alto,5,22.74
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,26927,Diesel,Manual,First,1248.0,88.5,5.0,11.39,Maruti,Vitara,3,24.3
Mahindra XUV500 W8 2WD,Kochi,87736,Diesel,Manual,First,2179.0,140.0,7.0,7.02,Mahindra,XUV500,7,15.1
Maruti Vitara Brezza ZDi,Delhi,35299,Diesel,Manual,First,1248.0,88.5,5.0,8.0,Maruti,Vitara,4,24.3
Hyundai i20 1.2 Spotz,Kochi,51612,Petrol,Manual,First,1197.0,81.83,5.0,7.11,Hyundai,i20,3,18.6
Mercedes-Benz E-Class 250 D W 210,Mumbai,55300,Diesel,Automatic,First,1796.0,157.7,5.0,3.9,Mercedes-Benz,E-Class,22,10.0
Maruti Alto LXi,Hyderabad,65090,Petrol,Manual,First,796.0,46.3,5.0,2.15,Maruti,Alto,11,19.7
Honda Amaze S i-Vtech,Kolkata,40000,Petrol,Manual,First,1198.0,86.7,5.0,3.25,Honda,Amaze,7,18.0
Land Rover Range Rover Sport HSE,Kochi,38467,Diesel,Automatic,First,2993.0,,5.0,70.66,Land,Rover,5,12.65
Hyundai Grand i10 CRDi Magna,Mumbai,71904,Diesel,Manual,First,1120.0,70.0,5.0,4.61,Hyundai,Grand,7,24.0
Honda Civic 2006-2010 1.8 S MT,Mumbai,87000,Petrol,Manual,First,1799.0,130.0,5.0,2.35,Honda,Civic,12,13.5
Hyundai Grand i10 CRDi Magna,Chennai,33000,Diesel,Manual,Second,1120.0,70.0,5.0,4.05,Hyundai,Grand,6,24.0
Maruti 800 AC Uniq,Jaipur,22100,Petrol,Manual,Second,796.0,37.0,4.0,0.8,Maruti,800,11,16.1
Toyota Etios Liva Diesel,Hyderabad,59589,Diesel,Manual,First,1364.0,67.1,5.0,5.6,Toyota,Etios,6,23.59
Hyundai i20 Magna 1.4 CRDi,Delhi,44000,Diesel,Manual,First,1396.0,88.73,5.0,5.35,Hyundai,i20,5,22.54
Maruti Alto K10 VXI,Mumbai,12000,Petrol,Manual,First,998.0,67.1,5.0,3.25,Maruti,Alto,3,24.07
BMW X1 sDrive20d,Pune,66000,Diesel,Automatic,Second,1995.0,184.0,5.0,11.5,BMW,X1,8,17.05
Maruti Celerio VXI AT,Pune,38009,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,4,23.1
Skoda Superb Elegance 1.8 TSI AT,Mumbai,35000,Petrol,Automatic,Second,1798.0,157.75,5.0,4.45,Skoda,Superb,11,13.7
Mahindra Xylo E4,Pune,70000,Diesel,Manual,First,2498.0,112.0,7.0,2.85,Mahindra,Xylo,11,14.0
Mahindra XUV500 W8 2WD,Delhi,86000,Diesel,Manual,First,2179.0,140.0,7.0,7.85,Mahindra,XUV500,6,15.1
Maruti Swift Dzire VXI,Pune,32000,Petrol,Manual,First,1197.0,85.8,5.0,5.3,Maruti,Swift,4,19.1
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,15000,Petrol,Manual,First,999.0,123.24,5.0,8.0,Ford,Ecosport,3,18.88
Toyota Corolla Altis Diesel D4DG,Coimbatore,69918,Diesel,Manual,First,1364.0,87.2,5.0,9.43,Toyota,Corolla,6,21.43
Hyundai i20 2015-2017 1.2 Magna,Pune,39000,Petrol,Manual,First,1197.0,80.0,5.0,2.75,Hyundai,i20,8,18.5
Renault Captur 1.5 Diesel Platine Mono,Mumbai,1011,Diesel,Manual,First,1461.0,108.45,5.0,13.5,Renault,Captur,2,20.37
Mercedes-Benz E-Class 280 CDI,Hyderabad,85000,Diesel,Automatic,First,2987.0,198.5,5.0,9.99,Mercedes-Benz,E-Class,11,11.0
Maruti Baleno RS 1.0 Petrol,Chennai,46663,Petrol,Manual,First,998.0,100.0,5.0,6.95,Maruti,Baleno,3,21.1
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,27000,Petrol,Automatic,First,1498.0,99.6,5.0,6.75,Nissan,Sunny,5,17.97
Hyundai Grand i10 AT Asta,Chennai,15000,Petrol,Automatic,First,1197.0,82.0,5.0,5.5,Hyundai,Grand,5,18.9
Maruti Ciaz Zeta,Kochi,10575,Petrol,Manual,First,1462.0,103.25,5.0,9.18,Maruti,Ciaz,2,21.56
Hyundai Xcent 1.2 Kappa S,Jaipur,12500,Petrol,Manual,First,1197.0,82.0,5.0,4.15,Hyundai,Xcent,6,19.1
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,52000,Diesel,Manual,First,1582.0,126.32,5.0,6.5,Hyundai,Verna,8,22.32
Maruti Wagon R VXI 1.2,Kochi,49818,Petrol,Manual,First,1197.0,81.8,5.0,4.11,Maruti,Wagon,5,21.5
Hyundai Verna CRDi,Hyderabad,90000,Diesel,Manual,Second,1493.0,110.0,5.0,2.25,Hyundai,Verna,12,16.8
Toyota Etios Liva G,Kochi,52207,Petrol,Manual,First,1197.0,78.9,5.0,4.56,Toyota,Etios,5,17.71
Mahindra Xylo E4 ABS BS III,Pune,167362,Diesel,Manual,First,2498.0,112.0,7.0,4.0,Mahindra,Xylo,7,11.68
Toyota Etios Liva GD,Coimbatore,49894,Diesel,Manual,First,1364.0,67.06,5.0,5.27,Toyota,Etios,5,23.59
Mahindra Thar DI 4X4,Kochi,13024,Diesel,Manual,First,2523.0,63.0,7.0,9.11,Mahindra,Thar,1,18.06
Nissan X-Trail SLX MT,Pune,128000,Diesel,Manual,Second,1995.0,147.6,5.0,6.2,Nissan,X-Trail,10,14.42
Toyota Innova Crysta 2.8 ZX AT,Kochi,26023,Diesel,Automatic,First,2755.0,171.5,7.0,19.97,Toyota,Innova,3,11.36
Hyundai Creta 1.4 CRDi S,Delhi,42784,Diesel,Manual,First,1396.0,88.7,5.0,10.17,Hyundai,Creta,4,21.38
Maruti Swift VDI,Pune,115000,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,6,28.4
Hyundai Verna 1.6 CRDI SX Option,Kochi,30529,Diesel,Manual,First,1582.0,126.2,5.0,14.28,Hyundai,Verna,1,23.9
Maruti Alto LXi BSIII,Kochi,14814,Petrol,Manual,Second,796.0,46.3,5.0,2.47,Maruti,Alto,8,19.7
Maruti S Cross DDiS 200 Alpha,Ahmedabad,58000,Diesel,Manual,First,1248.0,88.5,5.0,7.9,Maruti,S,4,23.65
Hyundai EON Era,Hyderabad,68128,Petrol,Manual,First,814.0,55.2,5.0,2.3,Hyundai,EON,9,21.1
Nissan Terrano XL,Hyderabad,63220,Petrol,Manual,First,1598.0,102.5,5.0,6.5,Nissan,Terrano,7,13.24
Hyundai EON Era,Hyderabad,30000,Petrol,Manual,First,814.0,55.2,5.0,3.25,Hyundai,EON,4,21.1
Tata Zest Quadrajet 1.3 XT,Bangalore,27768,Diesel,Manual,First,1248.0,88.7,5.0,5.85,Tata,Zest,3,20.65
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,53000,Diesel,Automatic,Second,2143.0,203.0,5.0,29.0,Mercedes-Benz,E-Class,6,14.21
Audi Q5 2.0 TDI Premium Plus,Coimbatore,87652,Diesel,Automatic,Second,1968.0,174.3,5.0,25.71,Audi,Q5,6,14.16
Ford Fiesta 1.6 ZXi Leather,Chennai,94873,Petrol,Manual,Second,1596.0,101.0,5.0,1.85,Ford,Fiesta,12,15.3
BMW 3 Series 320d Prestige,Mumbai,56000,Diesel,Automatic,First,1995.0,184.0,5.0,22.75,BMW,3,5,18.88
Maruti Baleno RS 1.0 Petrol,Kochi,18678,Petrol,Manual,First,998.0,100.0,5.0,8.32,Maruti,Baleno,2,21.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,30000,Diesel,Automatic,First,2143.0,203.0,5.0,26.0,Mercedes-Benz,E-Class,6,14.21
Ford Endeavour Hurricane LE,Mumbai,129000,Diesel,Automatic,First,2953.0,,,7.0,Ford,Endeavour,8,12.8
Hyundai i10 Sportz 1.2,Hyderabad,59000,Petrol,Manual,First,1197.0,78.9,5.0,3.45,Hyundai,i10,7,20.36
Hyundai Grand i10 Asta Option,Mumbai,13000,Petrol,Manual,First,1197.0,82.0,5.0,5.15,Hyundai,Grand,3,18.9
Honda Brio S MT,Kochi,74325,Petrol,Manual,First,1198.0,86.8,5.0,3.51,Honda,Brio,6,19.4
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,45000,Diesel,Manual,First,1396.0,88.76,5.0,3.45,Hyundai,i20,5,21.9
Volkswagen Polo Petrol Highline 1.2L,Pune,57000,Petrol,Manual,First,1198.0,73.9,5.0,3.75,Volkswagen,Polo,7,16.47
Honda City 1.5 EXI,Pune,125943,Petrol,Manual,Second,1493.0,100.0,5.0,1.45,Honda,City,19,13.0
Skoda Octavia Ambiente 1.9 TDI,Delhi,80000,Diesel,Manual,First,1896.0,66.0,5.0,2.2,Skoda,Octavia,12,18.7
Ford Endeavour 2.5L 4X2,Hyderabad,154000,Diesel,Manual,First,2499.0,141.0,7.0,7.99,Ford,Endeavour,10,13.1
Chevrolet Cruze LTZ,Bangalore,62000,Diesel,Manual,Second,1991.0,147.9,5.0,6.75,Chevrolet,Cruze,7,18.3
Honda CR-V AT With Sun Roof,Kolkata,27000,Petrol,Automatic,First,,,,11.99,Honda,CR-V,7,14.0
Honda Mobilio V i DTEC,Kolkata,45000,Diesel,Manual,First,1498.0,98.6,7.0,5.0,Honda,Mobilio,6,24.2
Maruti Ertiga VDI,Pune,105000,Diesel,Manual,Second,1248.0,88.76,7.0,5.9,Maruti,Ertiga,8,20.77
Hyundai Grand i10 Sportz,Mumbai,26000,Petrol,Manual,First,1197.0,82.0,5.0,3.75,Hyundai,Grand,7,18.9
Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,30900,Diesel,Automatic,First,2993.0,,5.0,29.5,Jaguar,XF,6,14.74
Honda Amaze VX i-Vtech,Chennai,48000,Petrol,Manual,First,1198.0,86.7,5.0,4.75,Honda,Amaze,6,18.0
Audi A6 2.7 TDI,Pune,112719,Diesel,Automatic,First,2698.0,179.5,5.0,11.5,Audi,A6,9,12.4
Hyundai i20 1.2 Spotz,Chennai,5000,Petrol,Manual,First,1197.0,81.83,5.0,6.95,Hyundai,i20,3,18.6
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,16000,Petrol,Manual,First,1198.0,73.75,5.0,5.4,Volkswagen,Ameo,4,17.0
Renault Fluence 2.0,Jaipur,63000,Petrol,Automatic,First,1997.0,135.1,5.0,4.75,Renault,Fluence,9,13.4
Maruti Alto K10 VXI,Chennai,28300,Petrol,Manual,First,998.0,67.1,5.0,2.15,Maruti,Alto,9,24.07
Maruti Alto Std,Jaipur,49000,Petrol,Manual,First,796.0,46.3,5.0,0.9,Maruti,Alto,15,19.7
Maruti Wagon R VXI BS IV,Kolkata,12501,Petrol,Manual,First,998.0,67.04,5.0,3.5,Maruti,Wagon,4,20.51
Fiat Linea 1.3 Emotion,Kochi,56628,Diesel,Manual,First,1248.0,92.0,5.0,5.85,Fiat,Linea,4,20.4
Maruti Swift Dzire Vdi BSIV,Pune,105000,Diesel,Manual,First,1248.0,73.9,5.0,3.15,Maruti,Swift,10,19.3
Renault Scala Diesel RxL,Pune,52126,Diesel,Manual,First,1461.0,84.8,5.0,6.0,Renault,Scala,4,21.64
Hyundai i20 Magna,Kolkata,38000,Petrol,Manual,First,1197.0,80.0,5.0,2.23,Hyundai,i20,10,18.5
Hyundai Xcent 1.2 Kappa SX Option,Bangalore,50000,Petrol,Manual,First,1197.0,82.0,5.0,2.5,Hyundai,Xcent,4,19.1
Maruti Wagon R LXI,Kochi,50230,Petrol,Manual,First,998.0,67.1,5.0,3.87,Maruti,Wagon,5,18.9
Mahindra XUV500 W8 2WD,Ahmedabad,31000,Diesel,Manual,First,2179.0,140.0,7.0,9.5,Mahindra,XUV500,6,15.1
Toyota Fortuner 4x2 AT,Delhi,79000,Diesel,Automatic,First,2982.0,168.5,7.0,17.75,Toyota,Fortuner,6,12.55
Renault Duster 110PS Diesel RxZ Plus,Delhi,130000,Diesel,Manual,First,1461.0,108.45,5.0,3.75,Renault,Duster,8,19.64
Hyundai Santro Xing GLS,Chennai,115000,Petrol,Manual,Second,1086.0,62.1,5.0,1.5,Hyundai,Santro,10,17.92
Hyundai Verna 1.6 SX VTVT,Pune,41500,Petrol,Manual,Second,1591.0,121.3,5.0,5.0,Hyundai,Verna,7,17.01
BMW X1 sDrive 20d Exclusive,Pune,54385,Diesel,Automatic,Second,1995.0,177.0,5.0,17.0,BMW,X1,6,15.06
Honda Civic 2006-2010 1.8 V AT,Kochi,56361,Petrol,Automatic,First,1799.0,130.0,5.0,4.38,Honda,Civic,9,12.9
Audi A6 35 TFSI Matrix,Delhi,22000,Petrol,Automatic,First,1798.0,187.74,5.0,41.5,Audi,A6,2,15.26
Maruti Wagon R LXI BS IV,Kolkata,8000,Petrol,Manual,First,998.0,67.04,5.0,3.0,Maruti,Wagon,3,20.51
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,28741,Diesel,Manual,First,1248.0,88.5,5.0,11.0,Maruti,Vitara,2,24.3
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,117236,Diesel,Automatic,Second,2720.0,190.0,7.0,14.0,Land,Rover,8,11.8
Maruti Dzire New,Pune,30500,Diesel,Automatic,First,1248.0,74.0,5.0,7.65,Maruti,Dzire,4,26.59
Hyundai Verna VTVT 1.6 SX,Kolkata,5000,Petrol,Manual,First,1591.0,121.3,5.0,8.7,Hyundai,Verna,2,17.0
Maruti Ertiga ZDI Plus,Hyderabad,42000,Diesel,Manual,First,1248.0,88.5,7.0,9.9,Maruti,Ertiga,4,25.47
Hyundai Accent GLE,Mumbai,32773,Petrol,Manual,First,1495.0,94.0,5.0,2.05,Hyundai,Accent,10,13.2
Hyundai i20 1.2 Sportz,Kolkata,19008,Petrol,Manual,First,1197.0,80.0,5.0,5.25,Hyundai,i20,4,17.0
Hyundai Verna VTVT 1.6 SX,Kochi,32542,Petrol,Manual,First,1591.0,121.3,5.0,5.77,Hyundai,Verna,8,17.0
Maruti Alto LX,Hyderabad,94753,Petrol,Manual,First,796.0,46.3,5.0,1.95,Maruti,Alto,10,19.7
Mahindra Scorpio VLX,Ahmedabad,70000,Diesel,Manual,Second,2179.0,120.0,8.0,7.45,Mahindra,Scorpio,9,12.05
Maruti Wagon R LXI,Delhi,68347,Petrol,Manual,First,998.0,67.1,5.0,2.6,Maruti,Wagon,8,18.9
Hyundai i20 1.2 Sportz,Ahmedabad,72000,Petrol,Manual,Second,1197.0,80.0,5.0,3.25,Hyundai,i20,9,17.0
Maruti Ritz VDi,Hyderabad,75014,Diesel,Manual,First,1248.0,73.9,5.0,3.85,Maruti,Ritz,10,21.1
Renault Koleos 2.0 Diesel,Delhi,65000,Diesel,Automatic,Second,1995.0,148.0,5.0,7.5,Renault,Koleos,7,13.73
BMW 3 Series 320d,Kochi,55598,Diesel,Automatic,First,1995.0,190.0,5.0,11.5,BMW,3,8,22.69
Honda Brio V MT,Pune,50000,Petrol,Manual,First,1198.0,86.8,5.0,3.25,Honda,Brio,7,19.4
Hyundai Sonata GOLD,Chennai,44200,Petrol,Manual,Second,1997.0,134.0,5.0,1.5,Hyundai,Sonata,17,11.7
Maruti Swift Dzire VDi,Jaipur,65000,Diesel,Manual,First,1248.0,73.9,5.0,5.31,Maruti,Swift,6,19.3
Mahindra XUV500 W8 4WD,Hyderabad,49000,Diesel,Manual,First,2179.0,140.0,7.0,9.0,Mahindra,XUV500,7,16.0
Hyundai i10 Sportz 1.1L,Kolkata,7200,Petrol,Manual,First,1086.0,68.05,5.0,3.59,Hyundai,i10,4,19.81
Maruti Ciaz ZXi Plus,Kochi,43152,Petrol,Manual,First,1373.0,91.1,5.0,7.35,Maruti,Ciaz,4,20.73
Toyota Innova 2.5 V Diesel 8-seater,Pune,112000,Diesel,Manual,First,2494.0,102.0,8.0,12.0,Toyota,Innova,7,12.8
Hyundai Grand i10 Sportz,Coimbatore,23540,Petrol,Manual,First,1197.0,82.0,5.0,6.02,Hyundai,Grand,3,18.9
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,82160,Diesel,Manual,First,1991.0,123.7,5.0,2.57,Chevrolet,Optra,12,16.52
Mahindra Ssangyong Rexton RX5,Pune,57000,Diesel,Manual,First,2696.0,162.0,7.0,12.45,Mahindra,Ssangyong,7,12.83
Mahindra XUV500 W8 2WD,Coimbatore,39335,Diesel,Manual,First,2179.0,140.0,7.0,12.63,Mahindra,XUV500,5,15.1
Honda City i VTEC SV,Bangalore,62000,Petrol,Manual,Second,1497.0,117.3,5.0,7.75,Honda,City,6,17.4
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,60000,Diesel,Manual,First,1498.0,89.84,5.0,5.5,Ford,Ecosport,6,22.7
Hyundai i20 Sportz 1.2,Kolkata,35000,Petrol,Manual,First,1197.0,81.83,5.0,4.43,Hyundai,i20,5,18.6
Mercedes-Benz CLA 200 CDI Sport,Kochi,32345,Diesel,Automatic,First,2143.0,136.0,5.0,24.51,Mercedes-Benz,CLA,4,17.9
Hyundai EON Magna,Ahmedabad,47000,Petrol,Manual,First,814.0,55.0,5.0,2.65,Hyundai,EON,6,22.0
Maruti Alto 800 2016-2019 CNG LXI,Delhi,65537,CNG,Manual,Second,796.0,40.3,4.0,2.1,Maruti,Alto,8,
Toyota Etios G Safety,Delhi,36000,Petrol,Manual,First,1496.0,88.7,5.0,3.2,Toyota,Etios,9,17.6
Maruti Swift Dzire Tour LDI,Chennai,75000,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,4,23.4
Maruti Alto LXi,Kolkata,38000,Petrol,Manual,First,796.0,46.3,5.0,1.1,Maruti,Alto,12,19.7
Maruti Celerio ZXI,Chennai,57818,Petrol,Manual,First,998.0,67.04,5.0,4.3,Maruti,Celerio,5,23.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,45000,Diesel,Manual,First,1498.0,89.84,5.0,8.9,Ford,Ecosport,5,22.7
Nissan Terrano XV 110 PS Limited Edition,Jaipur,75055,Diesel,Manual,First,1461.0,108.5,5.0,6.5,Nissan,Terrano,5,19.01
Honda Accord VTi-L AT,Delhi,65462,Petrol,Automatic,Third,2354.0,142.0,5.0,3.5,Honda,Accord,11,11.1
Maruti Swift Ldi BSIII,Hyderabad,76206,Diesel,Manual,First,1248.0,75.0,5.0,4.25,Maruti,Swift,12,17.8
Mahindra XUV500 AT W10 FWD,Kochi,25948,Diesel,Automatic,First,2179.0,140.0,7.0,16.46,Mahindra,XUV500,2,16.0
Honda Jazz 1.2 VX i VTEC,Mumbai,28500,Petrol,Manual,First,1199.0,88.7,5.0,5.95,Honda,Jazz,4,18.7
Honda City i VTEC V,Mumbai,28004,Petrol,Manual,First,1497.0,117.3,5.0,7.1,Honda,City,5,17.8
Fiat Grande Punto 1.2 Dynamic,Kolkata,25000,Petrol,Manual,Second,1172.0,67.0,5.0,1.25,Fiat,Grande,9,15.7
Maruti Estilo LXI,Kolkata,40000,Petrol,Manual,Second,1061.0,,,2.5,Maruti,Estilo,10,19.5
Maruti Ertiga ZXI,Pune,82543,Petrol,Manual,First,1373.0,93.7,7.0,5.5,Maruti,Ertiga,7,16.02
Nissan Micra XL,Chennai,30000,Petrol,Manual,First,1198.0,75.0,5.0,3.25,Nissan,Micra,7,18.44
Honda City 1.5 V MT,Hyderabad,27800,Petrol,Manual,First,1497.0,118.0,5.0,5.0,Honda,City,10,17.0
Toyota Etios VX,Coimbatore,33415,Petrol,Manual,First,1496.0,88.73,5.0,6.58,Toyota,Etios,4,16.78
BMW 3 Series 320d Luxury Line,Mumbai,38000,Diesel,Automatic,First,1995.0,184.0,5.0,19.5,BMW,3,7,18.88
Honda Jazz 1.2 SV i VTEC,Kochi,41981,Petrol,Manual,First,1199.0,88.7,5.0,6.14,Honda,Jazz,3,18.7
Maruti Dzire VDI,Jaipur,77084,Diesel,Manual,First,1248.0,73.75,5.0,4.95,Maruti,Dzire,7,28.4
Skoda Rapid 1.6 TDI Elegance,Hyderabad,71803,Diesel,Manual,First,1598.0,103.5,5.0,5.75,Skoda,Rapid,7,20.5
Mahindra XUV500 W6 2WD,Kolkata,73314,Diesel,Manual,First,2179.0,140.0,7.0,6.6,Mahindra,XUV500,7,15.1
Hyundai Grand i10 AT Asta,Coimbatore,69053,Petrol,Automatic,First,1197.0,82.0,5.0,5.72,Hyundai,Grand,5,18.9
Honda City 1.5 V MT,Delhi,79782,Petrol,Manual,Second,1497.0,118.0,5.0,2.6,Honda,City,11,17.0
Toyota Innova 2.5 GX 7 STR,Hyderabad,250000,Diesel,Manual,Second,2494.0,102.0,7.0,6.5,Toyota,Innova,10,12.8
Mahindra XUV500 W8 2WD,Pune,90000,Diesel,Manual,Second,2179.0,140.0,7.0,6.1,Mahindra,XUV500,9,15.1
Maruti Swift Dzire VDi,Hyderabad,130000,Diesel,Manual,First,1248.0,73.9,5.0,3.85,Maruti,Swift,10,19.3
Volkswagen Vento Petrol Highline,Pune,65000,Petrol,Manual,Second,1598.0,103.6,5.0,4.5,Volkswagen,Vento,7,15.04
Toyota Etios GD,Coimbatore,46496,Diesel,Manual,First,1364.0,,5.0,5.3,Toyota,Etios,7,23.59
Audi A4 2.0 TDI,Bangalore,76000,Diesel,Automatic,Second,1968.0,147.51,5.0,18.25,Audi,A4,7,16.55
Maruti Ertiga LXI,Ahmedabad,28002,Petrol,Manual,First,1373.0,93.7,7.0,5.75,Maruti,Ertiga,8,16.02
Toyota Corolla Altis 1.8 G CNG,Mumbai,63000,CNG,Manual,Second,1798.0,138.0,5.0,3.35,Toyota,Corolla,10,20.342
Maruti 800 AC,Jaipur,70000,Petrol,Manual,Second,796.0,37.0,4.0,0.9,Maruti,800,10,16.1
Honda City 1.5 V MT,Hyderabad,66276,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,City,9,17.0
Maruti Swift Dzire VXI,Kolkata,45000,Petrol,Manual,First,1197.0,85.8,5.0,3.99,Maruti,Swift,6,19.1
Toyota Camry Hybrid,Delhi,67000,Petrol,Automatic,First,2494.0,158.2,5.0,18.75,Toyota,Camry,6,19.16
Hyundai Grand i10 CRDi Sportz,Kolkata,43068,Diesel,Manual,First,1120.0,70.0,5.0,3.5,Hyundai,Grand,6,24.0
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,40000,Diesel,Automatic,First,2755.0,171.5,8.0,16.45,Toyota,Innova,4,11.36
Hyundai i10 Magna,Coimbatore,50436,Petrol,Manual,First,1197.0,78.9,5.0,3.65,Hyundai,i10,9,20.36
Hyundai Grand i10 AT Asta,Bangalore,21000,Petrol,Automatic,First,1197.0,82.0,5.0,5.4,Hyundai,Grand,6,18.9
Maruti Baleno Alpha Diesel,Mumbai,2000,Diesel,Manual,First,1248.0,74.0,5.0,8.7,Maruti,Baleno,2,27.39
Skoda Superb Style 1.8 TSI AT,Mumbai,14500,Petrol,Automatic,First,1798.0,177.46,5.0,20.75,Skoda,Superb,4,14.67
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,68782,Diesel,Automatic,First,2143.0,170.0,5.0,12.5,Mercedes-Benz,New,10,14.84
Maruti Ritz VDi,Kolkata,35888,Diesel,Manual,First,1248.0,73.9,5.0,1.89,Maruti,Ritz,9,21.1
Maruti Swift Dzire Tour LDI,Kolkata,168205,Diesel,Manual,First,1248.0,74.0,5.0,4.0,Maruti,Swift,5,23.4
Honda Civic 2010-2013 1.8 V MT,Mumbai,47000,Petrol,Manual,First,1799.0,130.2,5.0,3.95,Honda,Civic,8,14.8
Maruti Ertiga SHVS VDI,Hyderabad,93700,Diesel,Manual,First,1248.0,88.5,7.0,7.85,Maruti,Ertiga,5,24.52
Hyundai Elantra CRDi SX,Kolkata,45000,Diesel,Manual,First,1582.0,126.24,5.0,7.0,Hyundai,Elantra,6,22.7
Toyota Fortuner 4x2 AT,Hyderabad,55547,Diesel,Automatic,First,2982.0,168.5,7.0,24.99,Toyota,Fortuner,4,12.55
Volkswagen Polo GT TSI,Delhi,69000,Petrol,Automatic,First,1197.0,103.6,5.0,4.5,Volkswagen,Polo,7,17.21
Skoda Octavia Classic 1.9 TDI MT,Pune,88000,Diesel,Manual,Third,1896.0,66.0,5.0,1.25,Skoda,Octavia,15,18.7
Volkswagen Polo 1.5 TDI Trendline,Delhi,32400,Diesel,Manual,First,1498.0,88.8,5.0,3.95,Volkswagen,Polo,6,20.14
Hyundai Santro Xing GL Plus,Pune,79000,Petrol,Manual,Second,1086.0,62.1,5.0,1.6,Hyundai,Santro,8,17.92
Hyundai Accent GLE,Hyderabad,110000,Petrol,Manual,First,1495.0,94.0,5.0,0.6,Hyundai,Accent,16,13.2
Hyundai EON D Lite Plus,Coimbatore,45407,Petrol,Manual,Second,814.0,55.2,5.0,3.39,Hyundai,EON,6,21.1
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,136490,Diesel,Manual,First,2494.0,102.0,7.0,9.8,Toyota,Innova,9,12.8
Maruti Ignis 1.3 Zeta,Mumbai,19000,Diesel,Manual,First,1248.0,74.0,5.0,5.91,Maruti,Ignis,3,26.8
Maruti Ciaz Alpha,Mumbai,19416,Petrol,Manual,First,1462.0,103.25,5.0,8.25,Maruti,Ciaz,3,21.56
Maruti Swift Dzire VXi,Mumbai,15500,Petrol,Manual,First,1298.0,85.8,5.0,3.75,Maruti,Swift,8,17.5
Honda City i VTEC CVT VX,Hyderabad,12538,Petrol,Automatic,First,1497.0,117.3,5.0,12.5,Honda,City,3,18.0
Maruti Swift VDI BSIV W ABS,Bangalore,62588,Diesel,Manual,First,1248.0,,5.0,5.95,Maruti,Swift,5,17.8
Honda Brio S MT,Delhi,44328,Petrol,Manual,First,1198.0,86.8,5.0,3.8,Honda,Brio,5,19.4
Toyota Etios Liva GD,Delhi,63000,Diesel,Manual,First,1364.0,67.04,5.0,4.35,Toyota,Etios,6,23.59
Volvo XC60 D5,Hyderabad,100000,Diesel,Automatic,First,2400.0,215.0,5.0,32.5,Volvo,XC60,5,13.5
Tata Indigo CS eGVX,Kolkata,103000,Petrol,Manual,First,1193.0,64.08,5.0,3.0,Tata,Indigo,5,15.64
